107	1	4	1	3798.43	3798.43	1	1	-0.940937	1	
102	1	4	1	3748.45	3748.45	1	1	-0.821644	1	
103	1	4	1	3774.94	3774.94	1	1	-0.85223	1	
105	1	4	1	3782.47	3782.47	1	1	-0.769996	1	
106	1	4	1	3788.02	3788.02	1	1	-0.873493	1	
108	1	4	1	3821.82	3821.82	1	1	-0.504659	1	
111	1	4	1	3917.58	3917.58	1	1	-0.795098	1	
113	1	4	1	3968.4	3968.4	1	1	-0.826912	1	
114	1	4	1	4004.88	4004.88	1	1	-0.796472	1	
117	1	4	1	4098.66	4098.66	1	1	-0.842698	1	
119	1	4	1	4135.55	4135.55	1	1	-0.578271	1	
110	1	4	1	3872.52	3872.52	1	1	-0.681826	1	
120	1	4	1	4135.63	4135.63	1	1	-0.584834	1	
115	1	4	1	4042.15	4042.15	1	1	-0.429481	1	
131	1	4	1	4330.95	4330.95	1	1	-1.14666	1	
128	1	4	1	4302.47	4302.47	1	1	-0.255082	1	
124	1	4	1	4208.44	4208.44	1	1	-0.446756	1	
127	1	4	1	4287.4	4287.4	1	1	-0.61879	1	
132	1	4	1	4376.29	4376.29	1	1	-0.110731	1	
134	1	4	1	4382.39	4382.39	1	1	-0.932573	1	
126	1	4	1	4249.45	4249.45	1	1	-0.624852	1	
129	1	4	1	4329.16	4329.16	1	1	-1.03312	1	
136	1	4	1	4398.5	4398.5	1	1	-0.497441	1	
121	1	4	1	4160.03	4160.03	1	1	-0.307514	1	
138	1	4	1	4434.55	4434.55	1	1	-0.909012	1	
137	1	4	1	4419.9	4419.9	1	1	-1.17596	1	
139	1	4	1	4448.01	4448.01	1	1	-0.935291	1	
123	1	4	1	4196.17	4196.17	1	1	-0.60575	1	
122	1	4	1	4160.93	4160.93	1	1	-0.714394	1	
130	1	4	1	4330.33	4330.33	1	1	-0.458177	1	
133	1	4	1	4376.51	4376.51	1	1	-0.676768	1	
135	1	4	1	4385.42	4385.42	1	1	-0.939005	1	
125	1	4	1	4226.28	4226.28	1	1	-0.517035	1	
154	1	4	1	4777.66	4777.66	1	1	-0.651603	1	
155	1	4	1	4782.09	4782.09	1	1	-0.769853	1	
156	1	4	1	4793.26	4793.26	1	1	-0.890102	1	
146	1	4	1	4636.06	4636.06	1	1	-0.960364	1	
140	1	4	1	4465.72	4465.72	1	1	-1.01093	1	
157	1	4	1	4805.26	4805.26	1	1	-0.712676	1	
158	1	4	1	4810.74	4810.74	1	1	-0.54658	1	
145	1	4	1	4565.99	4565.99	1	1	-0.805468	1	
147	1	4	1	4659.59	4659.59	1	1	-0.726429	1	
142	1	4	1	4506.24	4506.24	1	1	-0.764043	1	
148	1	4	1	4680.8	4680.8	1	1	-1.12444	1	
141	1	4	1	4479.09	4479.09	1	1	-0.898357	1	
144	1	4	1	4530.22	4530.22	1	1	-1.06696	1	
149	1	4	1	4687.58	4687.58	1	1	-0.621927	1	
143	1	4	1	4525.31	4525.31	1	1	-1.11102	1	
150	1	4	1	4717.25	4717.25	1	1	-0.93708	1	
151	1	4	1	4723.76	4723.76	1	1	-0.922124	1	
153	1	4	1	4756.37	4756.37	1	1	-0.969766	1	
152	1	4	1	4738.3	4738.3	1	1	-0.740071	1	
173	1	4	1	5068.11	5068.11	1	1	-0.764383	1	
174	1	4	1	5103.28	5103.28	1	1	-0.866117	1	
166	1	4	1	4897.97	4897.97	1	1	-0.787252	1	
169	1	4	1	4997.14	4997.14	1	1	-0.493137	1	
161	1	4	1	4823.58	4823.58	1	1	-0.375432	1	
164	1	4	1	4869.58	4869.58	1	1	-0.912888	1	
168	1	4	1	4993.2	4993.2	1	1	-0.595137	1	
171	1	4	1	5012.17	5012.17	1	1	-0.658047	1	
159	1	4	1	4811.96	4811.96	1	1	-1.00366	1	
163	1	4	1	4863.51	4863.51	1	1	-0.760715	1	
170	1	4	1	5010	5010	1	1	-0.710181	1	
162	1	4	1	4847.7	4847.7	1	1	-0.771897	1	
175	1	4	1	5103.55	5103.55	1	1	-0.369946	1	
165	1	4	1	4880.5	4880.5	1	1	-0.681751	1	
176	1	4	1	5104.84	5104.84	1	1	-0.790104	1	
172	1	4	1	5034.9	5034.9	1	1	-1.15469	1	
160	1	4	1	4819.09	4819.09	1	1	-0.841848	1	
177	1	4	1	5115.98	5115.98	1	1	-0.619679	1	
167	1	4	1	4928.11	4928.11	1	1	-0.379594	1	
191	1	4	1	5310.18	5310.18	1	1	-0.307932	1	
188	1	4	1	5265.6	5265.6	1	1	-0.690629	1	
193	1	4	1	5366.68	5366.68	1	1	-0.58304	1	
182	1	4	1	5184.63	5184.63	1	1	-0.617487	1	
187	1	4	1	5246.32	5246.32	1	1	-0.427266	1	
180	1	4	1	5142.53	5142.53	1	1	-0.743479	1	
189	1	4	1	5274.23	5274.23	1	1	-0.353942	1	
